rating,date,skinType,skinTone,skinTrouble,repurchase,content
5,2026.04.04,,,,FALSE,사은품을 받고 너무 잘 맞아서 본품도 샀어요 아주 잘 쓰고 있습니당
5,2026.04.18,,,,TRUE,"믿고 쓰는 아누아… 
제품 자체가 너무 순하고 끈적임도 없고 완전히 보습만을 위해서 만들어진 제품같아요 ♡
여름에 써도 부담 없을 것 같긴 하지만,
개인적으로 이번 겨울에 이것만 쓰면서 덕을 많이 봤습니다!!
온가족이 아누아 정착했네요••• 🫰(4통째 쓰는 중)"
5,2026.04.09,건성,쿨톤,"미백, 각질",FALSE,"전체적으로 정말 만족스러운 제품이에요.  
처음 사용해봤는데 기대했던 것보다 훨씬 괜찮아서 놀랐어요.  
사용감도 편하고 부담 없이 데일리로 쓰기 좋은 것 같아요.  
가격 대비 퀄리티도 좋아서 가성비도 만족스럽습니다.  
다 쓰면 재구매할 의사 있어요!"
5,2026.05.18,,,,FALSE,두번째 구매하는 제품입니다 화장품 선택에 신중한 편인데 성분도 좋고 피부에 잘맞는거같아요
5,2026.05.17,,,,TRUE,"촉촉함의 끝판왕
한번 사용해보면 계속 구입하게되네요
매번 쟁여둡니다"
5,2026.05.17,,,,FALSE,"재구매했어요
바르기편하고저렴해요
발림성도좋아요
듬뿍듬뿍바르고있어요"
5,2026.05.14,,,,TRUE,"좋다고 들어서 사봤는데 진짜
좋아요 촉촉하고 순하고 가격
대비 진짜 좋네요"
5,2026.05.12,,,,FALSE,"단지형 크림이 아닌거에 한 표~ 
토출구가  갸름해서  쓰기 편함에 한 표~
발림성이 좋아 한 표~
약간의  광이 나는 것에 한 표"
5,2026.05.11,,,,FALSE,"아직 안 써봤어요
일단 써보려고 합니다. 좋으면 계속 쓰려고 해요"
5,2026.05.11,,,,TRUE,수부지 지성피부에요 수분관리를 위해 구매했어요 츄천받았어요
5,2026.05.11,,,,TRUE,항상 쓰던제품 순해서 맘에듬  써비스 제품도 감사 ㅎ 다쓰면 또찾아오겟음
5,2026.05.11,,,,FALSE,속건조 잡는 데 최고예요! 바르자마자 수분 광이 돌면서 피부가 쫀쫀해지는 게 느껴집니다. 끈적임 없이 깔끔하게 흡수되어 메이크업 전용으로도 너무 좋네요.
4,2026.05.11,,,,FALSE,언니가 써보고좋다고해서 구매했어요. 수분크림치곤 밀도감이 있고 마냥 가볍게만 발리지는 않아요. 그점이 저는 더 좋았던거같아요. 화장전에 발라도 밀림없어서 너무좋아요
5,2026.05.17,복합성,봄웜톤,"미백, 주름",FALSE,딱 무난한 수분크림 같아요 바른다고 엄청 촉촉해지지는 않지만 그래도 화장전에 바르면 좋은 것 같아요
5,2026.05.16,지성,,"미백, 각질",FALSE,"전에 얘에 대해서 너무 무난하다 했는데
이제는 그 무난함에 계속 사용하고있어요"
5,2026.05.16,,,,FALSE,촉촉하게 스며들고 피부가 편안해져서 매일 바르기 좋은 크림이에요
